failure_code,failure_id,failure_name,category,finding_classification,controllability,cpcs_surface,required_change_or_effect
E05,failure://temporal action and causality/premature_reaction_or_anticipation/e05,Premature reaction or anticipation,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
E05,failure://temporal action and causality/premature_reaction_or_anticipation/e05,Premature reaction or anticipation,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
E05,failure://temporal action and causality/premature_reaction_or_anticipation/e05,Premature reaction or anticipation,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
E05,failure://temporal action and causality/premature_reaction_or_anticipation/e05,Premature reaction or anticipation,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
E05,failure://temporal action and causality/premature_reaction_or_anticipation/e05,Premature reaction or anticipation,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
E05,failure://temporal action and causality/premature_reaction_or_anticipation/e05,Premature reaction or anticipation,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
E05,failure://temporal action and causality/premature_reaction_or_anticipation/e05,Premature reaction or anticipation,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
E05,failure://temporal action and causality/premature_reaction_or_anticipation/e05,Premature reaction or anticipation,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
E05,failure://temporal action and causality/premature_reaction_or_anticipation/e05,Premature reaction or anticipation,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_reaction_latency_error"",""metric_causal_edge_accuracy"",""metric_temporal_event_error"",""metric_audio_event_alignment""]"
E05,failure://temporal action and causality/premature_reaction_or_anticipation/e05,Premature reaction or anticipation,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
E05,failure://temporal action and causality/premature_reaction_or_anticipation/e05,Premature reaction or anticipation,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for E05 with raw artifacts and immutable manifests.
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,profile_routing,Route to the Temporal action and causality risk profile and provider capability filter.
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,canonical_score,"[""actions"",""interactions"",""motion"",""camera"",""audio"",""verification_requirements""]"
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,verification_plan,"[""metric_causal_edge_accuracy"",""metric_effect_origin_error"",""metric_reaction_latency_error"",""metric_event_graph_agreement""]"
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
E06,failure://temporal action and causality/cause_consequence_decoupling/e06,Cause–consequence decoupling,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,experiment_registry,Register matched ablations for E06 with raw artifacts and immutable manifests.
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,profile_routing,Route to the Temporal action and causality risk profile and provider capability filter.
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,canonical_score,"[""beats"",""actions"",""motion"",""interactions"",""project.duration_seconds""]"
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,verification_plan,"[""metric_event_graph_agreement"",""metric_temporal_event_error"",""metric_support_plausibility"",""metric_momentum_continuity""]"
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
E07,failure://temporal action and causality/recovery_or_settle_omission/e07,Recovery or settle omission,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,experiment_registry,Register matched ablations for E07 with raw artifacts and immutable manifests.
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,profile_routing,Route to the Temporal action and causality risk profile and provider capability filter.
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,canonical_score,"[""beats"",""actions"",""camera"",""audio"",""interactions""]"
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,verification_plan,"[""metric_temporal_event_error"",""metric_event_graph_agreement"",""metric_camera_motion_agreement"",""metric_audio_event_alignment""]"
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
E08,failure://temporal action and causality/sequential_simultaneous_collapse/e08,Sequential/simultaneous collapse,Temporal action and causality,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_shot_decomposition,experiment_registry,Register matched ablations for E08 with raw artifacts and immutable manifests.
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,"Route to the Contact, balance, and physics risk profile and provider capability filter."
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""interactions"",""actions"",""shots"",""motion"",""verification_requirements""]"
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_contact_distance"",""metric_reaction_latency_error"",""metric_causal_edge_accuracy"",""metric_human_readability""]"
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
F01,"failure://contact, balance, and physics/false_or_missing_contact/f01",False or missing contact,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for F01 with raw artifacts and immutable manifests.
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,"Route to the Contact, balance, and physics risk profile and provider capability filter."
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""interactions"",""motion"",""entities"",""style"",""verification_requirements""]"
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_penetration_duration"",""metric_contact_distance"",""metric_depth_order_accuracy"",""metric_anatomy_recovery_latency""]"
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
F02,"failure://contact, balance, and physics/body_limb_or_object_penetration/f02","Body, limb, or object penetration","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for F02 with raw artifacts and immutable manifests.
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,"Route to the Contact, balance, and physics risk profile and provider capability filter."
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""motion"",""interactions"",""camera"",""continuity.state_ledger"",""verification_requirements""]"
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_foot_slip_distance"",""metric_support_plausibility"",""metric_camera_actor_entanglement"",""metric_momentum_continuity""]"
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
F03,"failure://contact, balance, and physics/foot_skating_or_support_loss/f03",Foot skating or support loss,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for F03 with raw artifacts and immutable manifests.
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,"Route to the Contact, balance, and physics risk profile and provider capability filter."
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""motion"",""interactions"",""actions"",""beats"",""style""]"
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
