failure_code,failure_id,category,failure_name,severity,controllability,mitigation_order,mitigation_level,mitigation_level_name,method,expected_benefit,token_or_character_cost,generation_cost_impact,risk_of_new_failure,provider_dependency,evidence_strength,verification_method,verification_metric_ids,rollback,limitations,source_refs,research_status
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Contact, balance, and physics","Weightless takeoff, landing, or recovery",high,requires_visual_or_control_conditioning,2,L4,"pose, mask, depth, trajectory, or control video","Use pose/root trajectory control and boundary keyframes for support, apex, landing, and recovery.",Constrains the phases most responsible for weight perception.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_support_plausibility, metric_momentum_continuity, metric_temporal_event_error, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_support_plausibility"",""metric_momentum_continuity"",""metric_temporal_event_error"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B006"",""B026""]",literature-and-repository-grounded; live provider qualification pending
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Contact, balance, and physics","Weightless takeoff, landing, or recovery",high,requires_visual_or_control_conditioning,3,L5,shot decomposition,Split launch/flight/landing into shots or use an authored hold/smear between physically anchored phases.,Lets stylization occur between stable causal anchors.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_support_plausibility, metric_momentum_continuity, metric_temporal_event_error, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_support_plausibility"",""metric_momentum_continuity"",""metric_temporal_event_error"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B006"",""B026""]",literature-and-repository-grounded; live provider qualification pending
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05","Contact, balance, and physics",Momentum discontinuity,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Encode trajectory segments with entry/exit direction, qualitative speed profile, impulse source, deceleration, and allowed stylized discontinuities.",Makes unexplained changes detectable while preserving authored exaggeration.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_momentum_continuity, metric_causal_edge_accuracy, metric_camera_motion_agreement, metric_temporal_event_error on paired seeds and retain per-seed outcomes.","[""metric_momentum_continuity"",""metric_causal_edge_accuracy"",""metric_camera_motion_agreement"",""metric_temporal_event_error""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B006"",""B021"",""B025""]",literature-and-repository-grounded; live provider qualification pending
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05","Contact, balance, and physics",Momentum discontinuity,high,requires_visual_or_control_conditioning,2,L4,"pose, mask, depth, trajectory, or control video",Use trajectory/control video or keyframes with velocity-aware spacing rather than only endpoint images.,Carries motion continuity into conditioning.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_momentum_continuity, metric_causal_edge_accuracy, metric_camera_motion_agreement, metric_temporal_event_error on paired seeds and retain per-seed outcomes.","[""metric_momentum_continuity"",""metric_causal_edge_accuracy"",""metric_camera_motion_agreement"",""metric_temporal_event_error""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B006"",""B021"",""B025""]",literature-and-repository-grounded; live provider qualification pending
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05","Contact, balance, and physics",Momentum discontinuity,high,requires_visual_or_control_conditioning,3,L5,shot decomposition,"Place a cut, smear, or hold only where a discontinuity is intentional and restore a defined post-transition trajectory.",Turns an uncontrolled jump into an authored edit convention.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_momentum_continuity, metric_causal_edge_accuracy, metric_camera_motion_agreement, metric_temporal_event_error on paired seeds and retain per-seed outcomes.","[""metric_momentum_continuity"",""metric_causal_edge_accuracy"",""metric_camera_motion_agreement"",""metric_temporal_event_error""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B006"",""B021"",""B025""]",literature-and-repository-grounded; live provider qualification pending
F06,"failure://contact, balance, and physics/grip_grasp_or_support_failure/f06","Contact, balance, and physics","Grip, grasp, or support failure",high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Compile support/grasp edges with contact regions, load bearer, supported entity, interval, release condition, and required reaction to support loss.",Makes support a causal relation rather than a visual coincidence.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_contact_distance, metric_object_state_transition, metric_support_plausibility, metric_causal_edge_accuracy on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_object_state_transition"",""metric_support_plausibility"",""metric_causal_edge_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
F06,"failure://contact, balance, and physics/grip_grasp_or_support_failure/f06","Contact, balance, and physics","Grip, grasp, or support failure",high,requires_visual_or_control_conditioning,2,L4,"pose, mask, depth, trajectory, or control video","Use contact-region masks, hand/body pose, or a control video that keeps support points aligned.",Constrains attachment and load-bearing geometry.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_contact_distance, metric_object_state_transition, metric_support_plausibility, metric_causal_edge_accuracy on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_object_state_transition"",""metric_support_plausibility"",""metric_causal_edge_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
F06,"failure://contact, balance, and physics/grip_grasp_or_support_failure/f06","Contact, balance, and physics","Grip, grasp, or support failure",high,requires_visual_or_control_conditioning,3,L5,shot decomposition,"Use inserts or separate shots for establish-grip, load motion, and release.",Reduces continuous topology demands.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_contact_distance, metric_object_state_transition, metric_support_plausibility, metric_causal_edge_accuracy on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_object_state_transition"",""metric_support_plausibility"",""metric_causal_edge_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
F07,"failure://contact, balance, and physics/contact_target_or_reaction_mismatch/f07","Contact, balance, and physics",Contact-target or reaction mismatch,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Use one interaction ID linking initiator, contact limb/object, target entity/region, contact type, consequence, and reaction chain.",Prevents local geometry and downstream response from being assigned independently.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_contact_distance, metric_role_assignment_accuracy, metric_causal_edge_accuracy, metric_effect_origin_error on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_role_assignment_accuracy"",""metric_causal_edge_accuracy"",""metric_effect_origin_error""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
F07,"failure://contact, balance, and physics/contact_target_or_reaction_mismatch/f07","Contact, balance, and physics",Contact-target or reaction mismatch,high,requires_visual_or_control_conditioning,2,L4,"pose, mask, depth, trajectory, or control video","Provide keyframes/masks at contact and first reaction, with per-entity target labels.",Constrains both the apex and consequence ownership.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_contact_distance, metric_role_assignment_accuracy, metric_causal_edge_accuracy, metric_effect_origin_error on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_role_assignment_accuracy"",""metric_causal_edge_accuracy"",""metric_effect_origin_error""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
F07,"failure://contact, balance, and physics/contact_target_or_reaction_mismatch/f07","Contact, balance, and physics",Contact-target or reaction mismatch,high,requires_visual_or_control_conditioning,3,L5,shot decomposition,Limit each shot to one critical contact chain or isolate simultaneous contacts into separate beats/shots.,Reduces assignment ambiguity.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_contact_distance, metric_role_assignment_accuracy, metric_causal_edge_accuracy, metric_effect_origin_error on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_role_assignment_accuracy"",""metric_causal_edge_accuracy"",""metric_effect_origin_error""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
F08,"failure://contact, balance, and physics/scale_center_of_mass_or_body_proportion_instability/f08","Contact, balance, and physics","Scale, center-of-mass, or body-proportion instability",high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,Separate immutable body/object proportions from temporary perspective deformation; define center-of-mass/support phases and a recovery deadline.,Allows stylized projection while protecting physical identity and balance.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_identity_continuity, metric_support_plausibility, metric_anatomy_recovery_latency, metric_camera_motion_agreement on paired seeds and retain per-seed outcomes.","[""metric_identity_continuity"",""metric_support_plausibility"",""metric_anatomy_recovery_latency"",""metric_camera_motion_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B016"",""B017""]",literature-and-repository-grounded; live provider qualification pending
F08,"failure://contact, balance, and physics/scale_center_of_mass_or_body_proportion_instability/f08","Contact, balance, and physics","Scale, center-of-mass, or body-proportion instability",high,requires_visual_or_control_conditioning,2,L3,reference image or storyboard,Use full-body multi-view references and source/destination keyframes with consistent scale anchors.,Provides proportion and staging anchors.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_identity_continuity, metric_support_plausibility, metric_anatomy_recovery_latency, metric_camera_motion_agreement on paired seeds and retain per-seed outcomes.","[""metric_identity_continuity"",""metric_support_plausibility"",""metric_anatomy_recovery_latency"",""metric_camera_motion_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B016"",""B017""]",literature-and-repository-grounded; live provider qualification pending
F08,"failure://contact, balance, and physics/scale_center_of_mass_or_body_proportion_instability/f08","Contact, balance, and physics","Scale, center-of-mass, or body-proportion instability",high,requires_visual_or_control_conditioning,3,L6,postproduction/compositing,"Use 2D/3D animation or compositing for shots where exact reach, scale, and balance are non-negotiable.",Moves critical geometry to a controllable production system.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_identity_continuity, metric_support_plausibility, metric_anatomy_recovery_latency, metric_camera_motion_agreement on paired seeds and retain per-seed outcomes.","[""metric_identity_continuity"",""metric_support_plausibility"",""metric_anatomy_recovery_latency"",""metric_camera_motion_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B016"",""B017""]",literature-and-repository-grounded; live provider qualification pending
G01,"failure://fluid, material, and vfx/splash_without_surface_displacement/g01","Fluid, material, and VFX",Splash without surface displacement,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Compile the solid–fluid event chain: entrant/impactor, surface contact point, displacement onset, splash origin/peak/decay, ripples, and resulting subject state.",Prevents the effect from being scheduled independently of its cause.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_causal_edge_accuracy, metric_effect_origin_error, metric_effect_decay_error, metric_material_state_consistency on paired seeds and retain per-seed outcomes.","[""metric_causal_edge_accuracy"",""metric_effect_origin_error"",""metric_effect_decay_error"",""metric_material_state_consistency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B006"",""B026""]",literature-and-repository-grounded; live provider qualification pending
G01,"failure://fluid, material, and vfx/splash_without_surface_displacement/g01","Fluid, material, and VFX",Splash without surface displacement,high,requires_visual_or_control_conditioning,2,L4,"pose, mask, depth, trajectory, or control video",Use masks/trajectory/control video or a simulated/precomposed displacement guide at the contact interval.,Constrains the causal geometry of the fluid response.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_causal_edge_accuracy, metric_effect_origin_error, metric_effect_decay_error, metric_material_state_consistency on paired seeds and retain per-seed outcomes.","[""metric_causal_edge_accuracy"",""metric_effect_origin_error"",""metric_effect_decay_error"",""metric_material_state_consistency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B006"",""B026""]",literature-and-repository-grounded; live provider qualification pending
G01,"failure://fluid, material, and vfx/splash_without_surface_displacement/g01","Fluid, material, and VFX",Splash without surface displacement,high,requires_visual_or_control_conditioning,3,L6,postproduction/compositing,Generate clean body motion and add splash/ripples from the verified contact point in postproduction.,Makes the fluid consequence deterministic.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_causal_edge_accuracy, metric_effect_origin_error, metric_effect_decay_error, metric_material_state_consistency on paired seeds and retain per-seed outcomes.","[""metric_causal_edge_accuracy"",""metric_effect_origin_error"",""metric_effect_decay_error"",""metric_material_state_consistency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B006"",""B026""]",literature-and-repository-grounded; live provider qualification pending
G02,"failure://fluid, material, and vfx/fluid_treated_as_a_solid_or_noninteractive_plane/g02","Fluid, material, and VFX",Fluid treated as a solid or noninteractive plane,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Declare material type, surface/depth field, support policy, penetration/submersion state, displacement response, and whether stylized surface-running is allowed.",Separates environment appearance from interaction physics.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_material_state_consistency, metric_contact_distance, metric_penetration_duration, metric_support_plausibility on paired seeds and retain per-seed outcomes.","[""metric_material_state_consistency"",""metric_contact_distance"",""metric_penetration_duration"",""metric_support_plausibility""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B026""]",literature-and-repository-grounded; live provider qualification pending
G02,"failure://fluid, material, and vfx/fluid_treated_as_a_solid_or_noninteractive_plane/g02","Fluid, material, and VFX",Fluid treated as a solid or noninteractive plane,high,requires_visual_or_control_conditioning,2,L4,"pose, mask, depth, trajectory, or control video",Provide depth/mask/control media or a simulated interaction plate for the material boundary.,Constrains the contact/submersion topology.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_material_state_consistency, metric_contact_distance, metric_penetration_duration, metric_support_plausibility on paired seeds and retain per-seed outcomes.","[""metric_material_state_consistency"",""metric_contact_distance"",""metric_penetration_duration"",""metric_support_plausibility""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B026""]",literature-and-repository-grounded; live provider qualification pending
G02,"failure://fluid, material, and vfx/fluid_treated_as_a_solid_or_noninteractive_plane/g02","Fluid, material, and VFX",Fluid treated as a solid or noninteractive plane,high,requires_visual_or_control_conditioning,3,L6,postproduction/compositing,Composite the actor with a simulated or stock material interaction layer.,Provides reliable material response when prompt-only generation plateaus.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_material_state_consistency, metric_contact_distance, metric_penetration_duration, metric_support_plausibility on paired seeds and retain per-seed outcomes.","[""metric_material_state_consistency"",""metric_contact_distance"",""metric_penetration_duration"",""metric_support_plausibility""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B026""]",literature-and-repository-grounded; live provider qualification pending
G03,"failure://fluid, material, and vfx/effect_origin_follows_the_wrong_actor_or_location/g03","Fluid, material, and VFX",Effect origin follows the wrong actor or location,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Bind the effect to a causal event ID and fixed/trajectory-aware world-space origin, with onset, expansion, advection, and decay separated from the actor track.",Prevents effect ownership from following the most salient moving subject.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_effect_origin_error, metric_causal_edge_accuracy, metric_camera_motion_agreement, metric_material_state_consistency on paired seeds and retain per-seed outcomes.","[""metric_effect_origin_error"",""metric_causal_edge_accuracy"",""metric_camera_motion_agreement"",""metric_material_state_consistency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B017"",""B021""]",literature-and-repository-grounded; live provider qualification pending
G03,"failure://fluid, material, and vfx/effect_origin_follows_the_wrong_actor_or_location/g03","Fluid, material, and VFX",Effect origin follows the wrong actor or location,high,requires_visual_or_control_conditioning,2,L4,"pose, mask, depth, trajectory, or control video","Use an origin mask/point, control video, or reference storyboard marking the causal location.",Provides direct localization.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_effect_origin_error, metric_causal_edge_accuracy, metric_camera_motion_agreement, metric_material_state_consistency on paired seeds and retain per-seed outcomes.","[""metric_effect_origin_error"",""metric_causal_edge_accuracy"",""metric_camera_motion_agreement"",""metric_material_state_consistency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B017"",""B021""]",literature-and-repository-grounded; live provider qualification pending
G03,"failure://fluid, material, and vfx/effect_origin_follows_the_wrong_actor_or_location/g03","Fluid, material, and VFX",Effect origin follows the wrong actor or location,high,requires_visual_or_control_conditioning,3,L6,postproduction/compositing,Add the effect as a tracked world-space composite after verifying the causal point.,Guarantees effect origin and camera compensation.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_effect_origin_error, metric_causal_edge_accuracy, metric_camera_motion_agreement, metric_material_state_consistency on paired seeds and retain per-seed outcomes.","[""metric_effect_origin_error"",""metric_causal_edge_accuracy"",""metric_camera_motion_agreement"",""metric_material_state_consistency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B005"",""B017"",""B021""]",literature-and-repository-grounded; live provider qualification pending
G04,"failure://fluid, material, and vfx/effect_onset_decay_or_persistence_mismatch/g04","Fluid, material, and VFX","Effect onset, decay, or persistence mismatch",high,requires_postproduction,1,L2,canonical event/state contract,"Represent effect lifecycle as onset, peak, expansion/advection, decay, end, residual state, and relation to any edit boundary.",Makes premature or persistent effects explicitly invalid.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_effect_decay_error, metric_causal_edge_accuracy, metric_edit_graphic_classification, metric_material_state_consistency on paired seeds and retain per-seed outcomes.","[""metric_effect_decay_error"",""metric_causal_edge_accuracy"",""metric_edit_graphic_classification"",""metric_material_state_consistency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B010"",""B017""]",literature-and-repository-grounded; live provider qualification pending
G04,"failure://fluid, material, and vfx/effect_onset_decay_or_persistence_mismatch/g04","Fluid, material, and VFX","Effect onset, decay, or persistence mismatch",high,requires_postproduction,2,L6,postproduction/compositing,Generate or composite the effect separately with an authored opacity/area envelope.,Provides deterministic lifecycle timing.,low,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_effect_decay_error, metric_causal_edge_accuracy, metric_edit_graphic_classification, metric_material_state_consistency on paired seeds and retain per-seed outcomes.","[""metric_effect_decay_error"",""metric_causal_edge_accuracy"",""metric_edit_graphic_classification"",""metric_material_state_consistency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B010"",""B017""]",literature-and-repository-grounded; live provider qualification pending
G04,"failure://fluid, material, and vfx/effect_onset_decay_or_persistence_mismatch/g04","Fluid, material, and VFX","Effect onset, decay, or persistence mismatch",high,requires_postproduction,3,L7,regenerate only the failing interval,Replace only the failing effect interval/layer and reverify preserved body/camera motion.,Avoids full-scene resampling.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_effect_decay_error, metric_causal_edge_accuracy, metric_edit_graphic_classification, metric_material_state_consistency on paired seeds and retain per-seed outcomes.","[""metric_effect_decay_error"",""metric_causal_edge_accuracy"",""metric_edit_graphic_classification"",""metric_material_state_consistency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B010"",""B017""]",literature-and-repository-grounded; live provider qualification pending
G05,"failure://fluid, material, and vfx/cloth_or_hair_interpenetration_and_attachment_drift/g05","Fluid, material, and VFX",Cloth or hair interpenetration and attachment drift,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Define material anchor regions, allowed deformation, collision exclusions, follow-through lag, maximum topology change, and recovery/settle state.",Separates attachment and secondary motion from generic style.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_penetration_duration, metric_identity_continuity, metric_material_state_consistency, metric_anatomy_recovery_latency on paired seeds and retain per-seed outcomes.","[""metric_penetration_duration"",""metric_identity_continuity"",""metric_material_state_consistency"",""metric_anatomy_recovery_latency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B016"",""B018""]",literature-and-repository-grounded; live provider qualification pending
G05,"failure://fluid, material, and vfx/cloth_or_hair_interpenetration_and_attachment_drift/g05","Fluid, material, and VFX",Cloth or hair interpenetration and attachment drift,high,requires_visual_or_control_conditioning,2,L4,"pose, mask, depth, trajectory, or control video","Use masks, pose/control video, or reference motion with clear silhouette and limited overlap.",Constrains attachment and gross trajectory.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_penetration_duration, metric_identity_continuity, metric_material_state_consistency, metric_anatomy_recovery_latency on paired seeds and retain per-seed outcomes.","[""metric_penetration_duration"",""metric_identity_continuity"",""metric_material_state_consistency"",""metric_anatomy_recovery_latency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B016"",""B018""]",literature-and-repository-grounded; live provider qualification pending
G05,"failure://fluid, material, and vfx/cloth_or_hair_interpenetration_and_attachment_drift/g05","Fluid, material, and VFX",Cloth or hair interpenetration and attachment drift,high,requires_visual_or_control_conditioning,3,L6,postproduction/compositing,Simulate/composite hair or cloth separately for hero shots with strict collision requirements.,Moves secondary dynamics to a controllable system.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_penetration_duration, metric_identity_continuity, metric_material_state_consistency, metric_anatomy_recovery_latency on paired seeds and retain per-seed outcomes.","[""metric_penetration_duration"",""metric_identity_continuity"",""metric_material_state_consistency"",""metric_anatomy_recovery_latency""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B004"",""B016"",""B018""]",literature-and-repository-grounded; live provider qualification pending
